@relation active_action_1
@attribute t1_a1 numeric
@attribute ct1_a1 numeric
@attribute t1_a2 numeric
@attribute ct1_a2 numeric
@attribute t1_a3 numeric
@attribute ct1_a3 numeric
@attribute t1_a4 numeric
@attribute ct1_a4 numeric
@attribute t1_a5 numeric
@attribute ct1_a5 numeric
@attribute t1_a6 numeric
@attribute ct1_a6 numeric
@attribute t2_a1 numeric
@attribute ct2_a1 numeric
@attribute t2_a2 numeric
@attribute ct2_a2 numeric
@attribute t2_a3 numeric
@attribute ct2_a3 numeric
@attribute t2_a4 numeric
@attribute ct2_a4 numeric
@attribute t2_a5 numeric
@attribute ct2_a5 numeric
@attribute t2_a6 numeric
@attribute ct2_a6 numeric
@attribute t3_a1 numeric
@attribute ct3_a1 numeric
@attribute t3_a2 numeric
@attribute ct3_a2 numeric
@attribute t3_a3 numeric
@attribute ct3_a3 numeric
@attribute t3_a4 numeric
@attribute ct3_a4 numeric
@attribute t3_a5 numeric
@attribute ct3_a5 numeric
@attribute t3_a6 numeric
@attribute ct3_a6 numeric
@attribute t4_a {0,1}
@data
0.2,0.5,0.0,3.0,0.0,0.0,0.6,1.5,0.2,0.5,0.0,1.0,0.0,0.0,0.6666666666666666,1.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,1.0,0.14285714285714285,2.0,0.2857142857142857,8.0,0.0,0.0,0.42857142857142855,2.0,0.0,0.0,0.14285714285714285,1.0,0
0.0,0.0,0.6666666666666666,1.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,1.0,0.14285714285714285,2.0,0.2857142857142857,8.0,0.0,0.0,0.42857142857142855,2.0,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,2.0,0.0,3.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0
0.14285714285714285,2.0,0.2857142857142857,8.0,0.0,0.0,0.42857142857142855,2.0,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,2.0,0.0,3.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,4.0,0.0,0.0,0.5454545454545454,2.0,0.18181818181818182,0.0,0.0,2.0,1
0.14285714285714285,2.0,0.0,3.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,4.0,0.0,0.0,0.5454545454545454,2.0,0.18181818181818182,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,6.0,0.16666666666666666,1.0,0.5,7.0,0.0,0.0,0.0,1.0,0
0.18181818181818182,0.0,0.09090909090909091,4.0,0.0,0.0,0.5454545454545454,2.0,0.18181818181818182,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,6.0,0.16666666666666666,1.0,0.5,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.0,1.0,0.0,2.5,0.0,1.5,0
0.0,0.0,0.3333333333333333,6.0,0.16666666666666666,1.0,0.5,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.0,1.0,0.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.5,0.0,0
0.0,0.0,0.0,1.5,0.0,1.0,1.0,1.0,0.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,3.0,0.25,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,3.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.75,3.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0
0.0,0.0,0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.0,0.3333333333333333,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,2.0,0.3333333333333333,0.0,0
0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,6.0,0.0,0.0,0.5,4.0,0.0,2.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,6.0,0.0,0.0,0.5,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0
0.0,0.0,0.5,6.0,0.0,0.0,0.5,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0
0.0,0.0,0.25,3.0,0.0,2.0,0.5,6.0,0.0,2.0,0.25,7.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,5.0,0.16666666666666666,0.0,0.3333333333333333,7.0,0.5,3.0,0.0,0.0,0
0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,5.0,0.16666666666666666,0.0,0.3333333333333333,7.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0
0.0,1.0,0.0,5.0,0.16666666666666666,0.0,0.3333333333333333,7.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1.0,0.5,1.75,0.0,0.5,0.0,0.0,0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1.0,0.5,1.75,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,1.5,0.0,0.0,0.3333333333333333,2.75,0.0,0.5,0.3333333333333333,0.5,0
0.0,0.0,0.5,0.75,0.0,1.0,0.5,1.75,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,1.5,0.0,0.0,0.3333333333333333,2.75,0.0,0.5,0.3333333333333333,0.5,0.0,0.5,0.0,1.5,0.0,0.0,0.6666666666666666,2.0,0.0,0.5,0.3333333333333333,0.5,1
0.0,0.0,0.3333333333333333,1.5,0.0,0.0,0.3333333333333333,2.75,0.0,0.5,0.3333333333333333,0.5,0.0,0.5,0.0,1.5,0.0,0.0,0.6666666666666666,2.0,0.0,0.5,0.3333333333333333,0.5,0.0,0.0,0.5,1.5,0.125,0.5,0.375,3.0,0.0,0.0,0.0,1.5,1
0.0,0.5,0.0,1.5,0.0,0.0,0.6666666666666666,2.0,0.0,0.5,0.3333333333333333,0.5,0.0,0.0,0.5,1.5,0.125,0.5,0.375,3.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,5.0,0.25,0.0,0.5,9.0,0.25,4.0,0.0,0.0,0
0.0,0.0,0.5,1.5,0.125,0.5,0.375,3.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,5.0,0.25,0.0,0.5,9.0,0.25,4.0,0.0,0.0,0.0,0.0,0.25,5.0,0.0,0.0,0.0,3.0,0.75,1.0,0.0,1.0,0
0.0,1.0,0.0,5.0,0.25,0.0,0.5,9.0,0.25,4.0,0.0,0.0,0.0,0.0,0.25,5.0,0.0,0.0,0.0,3.0,0.75,1.0,0.0,1.0,0.0,1.0,0.5,4.0,0.0,3.0,0.5,6.0,0.0,1.0,0.0,2.0,1
0.0,0.0,0.25,5.0,0.0,0.0,0.0,3.0,0.75,1.0,0.0,1.0,0.0,1.0,0.5,4.0,0.0,3.0,0.5,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,2.0,0.5,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.5,4.0,0.0,3.0,0.5,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,2.0,0.5,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,3.0,0.0,0.0,0.2,1.5,0.2,2.5,0.0,1.0,0
0.0,0.0,0.5,2.0,0.5,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,3.0,0.0,0.0,0.2,1.5,0.2,2.5,0.0,1.0,0.0,0.5,0.5,3.0,0.0,0.0,0.5,3.0,0.0,2.0,0.0,1.0,0
0.0,0.5,0.6,3.0,0.0,0.0,0.2,1.5,0.2,2.5,0.0,1.0,0.0,0.5,0.5,3.0,0.0,0.0,0.5,3.0,0.0,2.0,0.0,1.0,0.14285714285714285,0.0,0.14285714285714285,2.0,0.0,0.0,0.2857142857142857,5.0,0.2857142857142857,0.0,0.14285714285714285,1.0,0
0.0,0.5,0.5,3.0,0.0,0.0,0.5,3.0,0.0,2.0,0.0,1.0,0.14285714285714285,0.0,0.14285714285714285,2.0,0.0,0.0,0.2857142857142857,5.0,0.2857142857142857,0.0,0.14285714285714285,1.0,0.0,0.0,0.25,1.0,0.0,1.0,0.5,4.0,0.0,1.0,0.25,0.0,0
0.14285714285714285,0.0,0.14285714285714285,2.0,0.0,0.0,0.2857142857142857,5.0,0.2857142857142857,0.0,0.14285714285714285,1.0,0.0,0.0,0.25,1.0,0.0,1.0,0.5,4.0,0.0,1.0,0.25,0.0,0.0,1.0,0.3333333333333333,2.5,0.0,0.0,0.3333333333333333,2.5,0.0,1.0,0.3333333333333333,0.5,0
0.0,0.0,0.25,1.0,0.0,1.0,0.5,4.0,0.0,1.0,0.25,0.0,0.0,1.0,0.3333333333333333,2.5,0.0,0.0,0.3333333333333333,2.5,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1.0,0
0.0,1.0,0.3333333333333333,2.5,0.0,0.0,0.3333333333333333,2.5,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0
0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0
0.0,3.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,2.0,0.0,0.0,0.4,6.0,0.0,2.0,0.0,2.0,1
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,2.0,0.0,0.0,0.4,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.2,7.0,0.2,1.0,0.6,7.0,0.0,0.0,0.0,1.0,1
0.0,2.0,0.6,2.0,0.0,0.0,0.4,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.2,7.0,0.2,1.0,0.6,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.16666666666666666,1.5,0.3333333333333333,1.5,0.16666666666666666,1.0,1
0.0,0.0,0.2,7.0,0.2,1.0,0.6,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.16666666666666666,1.5,0.3333333333333333,1.5,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.16666666666666666,1.5,0.3333333333333333,1.5,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,4.0,0.0,1.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0
0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0
0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,1.0,0
0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0
0.0,0.0,0.5,2.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,4.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,4.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,8.0,0.0,0.0,0.3333333333333333,6.0,0.3333333333333333,1.0,0.0,0.0,0
0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,4.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,8.0,0.0,0.0,0.3333333333333333,6.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.3333333333333333,8.0,0.0,0.0,0.3333333333333333,6.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0
0.0,0.0,0.0,4.0,0.0,2.0,0.3333333333333333,6.0,0.0,2.0,0.6666666666666666,4.0,0.0,0.0,0.5,3.0,0.0,3.0,0.5,6.0,0.0,2.0,0.0,3.0,0.0,1.0,0.3333333333333333,3.0,0.0,1.0,0.5,6.0,0.16666666666666666,5.0,0.0,0.0,0
0.0,0.0,0.5,3.0,0.0,3.0,0.5,6.0,0.0,2.0,0.0,3.0,0.0,1.0,0.3333333333333333,3.0,0.0,1.0,0.5,6.0,0.16666666666666666,5.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,4.0,0.6666666666666666,1.0,0.0,0.0,1
0.0,1.0,0.3333333333333333,3.0,0.0,1.0,0.5,6.0,0.16666666666666666,5.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,4.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.75,0.25,1.75,0.0,0.5,0.0,0.0,0
0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,4.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.75,0.25,1.75,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,1.25,0.0,0.0,0.3333333333333333,2.75,0.0,0.5,0.0,0.75,0
0.0,0.0,0.5,0.5,0.25,0.75,0.25,1.75,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,1.25,0.0,0.0,0.3333333333333333,2.75,0.0,0.5,0.0,0.75,1.0,0.0,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.5,0.0,1.0,0
0.0,0.0,0.6666666666666666,1.25,0.0,0.0,0.3333333333333333,2.75,0.0,0.5,0.0,0.75,1.0,0.0,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,3.5,0.0,1.0,0.3333333333333333,4.0,0.0,0.0,0.6666666666666666,0.5,0
1.0,0.0,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,3.5,0.0,1.0,0.3333333333333333,4.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.6666666666666666,3.0,0.0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,0
0.0,0.0,0.0,3.5,0.0,1.0,0.3333333333333333,4.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.6666666666666666,3.0,0.0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.25,0.0,0
0.3333333333333333,0.0,0.6666666666666666,3.0,0.0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.25,0.0,0.0,1.0,0.25,4.0,0.0,3.0,0.5,5.0,0.0,1.0,0.25,1.0,1
0.0,0.0,0.75,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.25,0.0,0.0,1.0,0.25,4.0,0.0,3.0,0.5,5.0,0.0,1.0,0.25,1.0,0.0,0.0,0.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,4.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.25,4.0,0.0,3.0,0.5,5.0,0.0,1.0,0.25,1.0,0.0,0.0,0.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,4.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2,4.0,0.0,0.0,0.0,2.0,0.6,1.5,0.2,0.5,0
0.0,0.0,0.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,4.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2,4.0,0.0,0.0,0.0,2.0,0.6,1.5,0.2,0.5,0.0,0.5,0.2,3.0,0.0,0.0,0.4,2.5,0.2,1.5,0.2,0.5,0
